20,60
20,50
20,53
20,49
20,49
20,51
20,60
20,62
20,44
20,49
20,46
20,49
20,67
20,68
20,69
20,46
20,77
20,67
20,44
20,62
20,46
20,44
20,55
20,54
20,46
20,45
20,44
20,49
20,48
20,47
20,45
20,48
20,47
20,44
20,48
20,43
20,43
20,53
20,47
20,62
20,62
20,61
20,64
20,66
20,62
20,59
20,55
20,44
20,44
20,47
20,50
20,47
20,45
20,47
20,47
20,45
20,45
20,44
20,47
20,47
20,61
20,64
20,46
20,46
20,47
20,48
20,48
20,45
20,45
20,46
20,53
20,60
20,60
20,67
20,59
20,61
20,59
20,56
20,46
20,54
20,66
20,71
20,75
20,72
20,67
20,67
20,45
20,45
20,53
20,65
20,71
20,61
20,43
20,47
20,47
20,48
20,58
20,56
20,43
20,57
20,52
20,54
20,55
20,58
20,70
20,58
20,59
20,59
20,58
20,48
20,59
20,62
20,65
20,58
20,43
20,48
20,48
20,47
20,46
20,49
20,66
20,59
20,65
20,63
20,58
20,53
20,54
20,46
20,46
20,46
20,53
20,45
20,46
20,51
20,47
20,54
20,58
20,50
20,47
20,49
20,46
20,48
20,47
20,48
20,44
20,51
20,42
20,50
20,48
20,53
20,49
20,49
20,46
20,47
20,44
20,48
20,45
20,45
20,43
20,45
20,43
20,41
20,46
20,45
20,45
20,45
20,54
20,44
20,52
20,48
20,50
20,47
20,51
20,50
20,46
20,47
20,46
20,44
20,46
20,46
20,47
20,46
20,48
20,44
20,46
20,45
20,41
20,48
20,45
20,46
20,47
20,53
20,47
20,51
20,44
20,49
20,45
20,45
20,46
20,56
